POTENTIALID,ACTIVITY_TIMESTAMP,ACTIVITY,CONTACTID,ACCOUNTID,INVOICEGRANDTOTAL,DEALSTAGE,EMAIL_VOC,CALL_VOC,EVENT_VOC,QUOTE_VOC,SALESORDER_VOC,INVOICE_VOC,CLASS_TAG
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T12:26:23.195106,call,CONTACT20,ACCOUNT20,,negotiation,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T12:36:23.195106,quote,CONTACT20,ACCOUNT20,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T12:46:23.195106,salesorder,CONTACT20,ACCOUNT20,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T12:56:23.195106,invoice,CONTACT20,ACCOUNT20,4133,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T11:46:23.195106,mail,CONTACT39,ACCOUNT39,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T11:56:23.195106,call,CONTACT39,ACCOUNT39,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T12:06:23.195106,call,CONTACT39,ACCOUNT39,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T12:16:23.195106,meeting,CONTACT39,ACCOUNT39,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T12:26:23.195106,call,CONTACT39,ACCOUNT39,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T12:36:23.195106,quote,CONTACT39,ACCOUNT39,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T12:46:23.195106,salesorder,CONTACT39,ACCOUNT39,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
64ba8566-ae5c-409c-b9ee-ed0f301156ef,2025-06-13T12:56:23.195106,invoice,CONTACT39,ACCOUNT39,2167,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
663acd87-836d-429a-9872-84aa5ea50c5c,2025-06-22T11:46:23.188851,mail,CONTACT40,ACCOUNT40,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
663acd87-836d-429a-9872-84aa5ea50c5c,2025-06-22T11:56:23.188851,meeting,CONTACT40,ACCOUNT40,,needs analysis,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
663acd87-836d-429a-9872-84aa5ea50c5c,2025-06-22T12:06:23.188851,call,CONTACT40,ACCOUNT40,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
663acd87-836d-429a-9872-84aa5ea50c5c,2025-06-22T12:16:23.188851,quote,CONTACT40,ACCOUNT40,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
663acd87-836d-429a-9872-84aa5ea50c5c,2025-06-22T12:26:23.188851,salesorder,CONTACT40,ACCOUNT40,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
663acd87-836d-429a-9872-84aa5ea50c5c,2025-06-22T12:36:23.188851,invoice,CONTACT40,ACCOUNT40,7724,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
674d1795-b0fc-4141-866c-7423b6a6cef0,2025-06-22T11:46:23.199626,mail,CONTACT20,ACCOUNT20,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
674d1795-b0fc-4141-866c-7423b6a6cef0,2025-06-22T11:56:23.199626,call,CONTACT20,ACCOUNT20,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
674d1795-b0fc-4141-866c-7423b6a6cef0,2025-06-22T12:06:23.199626,meeting,CONTACT20,ACCOUNT20,,proposal,,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""discontentment""}",,,,closed lost
674d1795-b0fc-4141-866c-7423b6a6cef0,2025-06-22T12:16:23.199626,call,CONTACT20,ACCOUNT20,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
674d1795-b0fc-4141-866c-7423b6a6cef0,2025-06-22T12:26:23.199626,call,CONTACT20,ACCOUNT20,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T11:46:23.195106,mail,CONTACT47,ACCOUNT47,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T11:56:23.195106,call,CONTACT47,ACCOUNT47,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T12:06:23.195106,call,CONTACT47,ACCOUNT47,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T12:16:23.195106,meeting,CONTACT47,ACCOUNT47,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T12:26:23.195106,call,CONTACT47,ACCOUNT47,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T12:36:23.195106,quote,CONTACT47,ACCOUNT47,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T12:46:23.195106,salesorder,CONTACT47,ACCOUNT47,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
6cdc41b5-5a0f-45d9-8f91-123a33ecb5ed,2025-06-17T12:56:23.195106,invoice,CONTACT47,ACCOUNT47,9238,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
6e19333d-2296-4820-832a-c2c8b2a2f099,2025-06-30T11:46:23.199626,mail,CONTACT18,ACCOUNT18,,qualification,"{""sentiment"": ""negative"", ""intent"": ""others"", ""emotion"": ""discontentment""}",,,,,,closed lost
6e19333d-2296-4820-832a-c2c8b2a2f099,2025-06-30T11:56:23.199626,call,CONTACT18,ACCOUNT18,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
6e19333d-2296-4820-832a-c2c8b2a2f099,2025-06-30T12:06:23.199626,meeting,CONTACT18,ACCOUNT18,,proposal,,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""discontentment""}",,,,closed lost
6e19333d-2296-4820-832a-c2c8b2a2f099,2025-06-30T12:16:23.199626,call,CONTACT18,ACCOUNT18,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
6e19333d-2296-4820-832a-c2c8b2a2f099,2025-06-30T12:26:23.199626,call,CONTACT18,ACCOUNT18,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
706e6709-0d55-4e55-86a1-b0acb574a27e,2025-06-05T11:46:23.188851,mail,CONTACT16,ACCOUNT16,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
706e6709-0d55-4e55-86a1-b0acb574a27e,2025-06-05T11:56:23.188851,meeting,CONTACT16,ACCOUNT16,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
706e6709-0d55-4e55-86a1-b0acb574a27e,2025-06-05T12:06:23.188851,call,CONTACT16,ACCOUNT16,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
706e6709-0d55-4e55-86a1-b0acb574a27e,2025-06-05T12:16:23.188851,quote,CONTACT16,ACCOUNT16,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
706e6709-0d55-4e55-86a1-b0acb574a27e,2025-06-05T12:26:23.188851,salesorder,CONTACT16,ACCOUNT16,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
706e6709-0d55-4e55-86a1-b0acb574a27e,2025-06-05T12:36:23.188851,invoice,CONTACT16,ACCOUNT16,4772,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
74c5ac93-da01-4ad3-aeb9-d55603d96568,2025-06-05T11:46:23.188851,mail,CONTACT6,ACCOUNT6,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
74c5ac93-da01-4ad3-aeb9-d55603d96568,2025-06-05T11:56:23.188851,meeting,CONTACT6,ACCOUNT6,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
74c5ac93-da01-4ad3-aeb9-d55603d96568,2025-06-05T12:06:23.188851,call,CONTACT6,ACCOUNT6,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
74c5ac93-da01-4ad3-aeb9-d55603d96568,2025-06-05T12:16:23.188851,quote,CONTACT6,ACCOUNT6,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
74c5ac93-da01-4ad3-aeb9-d55603d96568,2025-06-05T12:26:23.188851,salesorder,CONTACT6,ACCOUNT6,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
74c5ac93-da01-4ad3-aeb9-d55603d96568,2025-06-05T12:36:23.188851,invoice,CONTACT6,ACCOUNT6,1619,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
777b9121-cb7a-42f6-bde4-9c6ac07b7db8,2025-06-07T11:46:23.199626,mail,CONTACT9,ACCOUNT9,,qualification,"{""sentiment"": ""negative"", ""intent"": ""others"", ""emotion"": ""discontentment""}",,,,,,closed lost
777b9121-cb7a-42f6-bde4-9c6ac07b7db8,2025-06-07T11:56:23.199626,call,CONTACT9,ACCOUNT9,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
777b9121-cb7a-42f6-bde4-9c6ac07b7db8,2025-06-07T12:06:23.199626,meeting,CONTACT9,ACCOUNT9,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
777b9121-cb7a-42f6-bde4-9c6ac07b7db8,2025-06-07T12:16:23.199626,call,CONTACT9,ACCOUNT9,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
777b9121-cb7a-42f6-bde4-9c6ac07b7db8,2025-06-07T12:26:23.199626,call,CONTACT9,ACCOUNT9,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
788f8bd6-72eb-4685-a6ee-d4efcedca5a1,2025-06-25T11:46:23.188851,mail,CONTACT1,ACCOUNT1,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
788f8bd6-72eb-4685-a6ee-d4efcedca5a1,2025-06-25T11:56:23.188851,meeting,CONTACT1,ACCOUNT1,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
788f8bd6-72eb-4685-a6ee-d4efcedca5a1,2025-06-25T12:06:23.188851,call,CONTACT1,ACCOUNT1,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
788f8bd6-72eb-4685-a6ee-d4efcedca5a1,2025-06-25T12:16:23.188851,quote,CONTACT1,ACCOUNT1,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
788f8bd6-72eb-4685-a6ee-d4efcedca5a1,2025-06-25T12:26:23.188851,salesorder,CONTACT1,ACCOUNT1,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
788f8bd6-72eb-4685-a6ee-d4efcedca5a1,2025-06-25T12:36:23.188851,invoice,CONTACT1,ACCOUNT1,3042,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
7967c2e2-cfa2-49f5-8b95-22b3e6582df7,2025-06-13T11:46:23.199626,mail,CONTACT6,ACCOUNT6,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
7967c2e2-cfa2-49f5-8b95-22b3e6582df7,2025-06-13T11:56:23.199626,call,CONTACT6,ACCOUNT6,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
7967c2e2-cfa2-49f5-8b95-22b3e6582df7,2025-06-13T12:06:23.199626,meeting,CONTACT6,ACCOUNT6,,proposal,,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""discontentment""}",,,,closed lost
7967c2e2-cfa2-49f5-8b95-22b3e6582df7,2025-06-13T12:16:23.199626,call,CONTACT6,ACCOUNT6,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
7967c2e2-cfa2-49f5-8b95-22b3e6582df7,2025-06-13T12:26:23.199626,call,CONTACT6,ACCOUNT6,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
7ca05f91-b3df-4e08-b117-d5351c57d186,2025-06-11T11:46:23.188851,mail,CONTACT42,ACCOUNT42,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
7ca05f91-b3df-4e08-b117-d5351c57d186,2025-06-11T11:56:23.188851,meeting,CONTACT42,ACCOUNT42,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
7ca05f91-b3df-4e08-b117-d5351c57d186,2025-06-11T12:06:23.188851,call,CONTACT42,ACCOUNT42,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
7ca05f91-b3df-4e08-b117-d5351c57d186,2025-06-11T12:16:23.188851,quote,CONTACT42,ACCOUNT42,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
7ca05f91-b3df-4e08-b117-d5351c57d186,2025-06-11T12:26:23.188851,salesorder,CONTACT42,ACCOUNT42,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
7ca05f91-b3df-4e08-b117-d5351c57d186,2025-06-11T12:36:23.188851,invoice,CONTACT42,ACCOUNT42,8367,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
8246bc49-4047-477b-8a5c-08d18f1aaed2,2025-06-01T11:46:23.188851,mail,CONTACT48,ACCOUNT48,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
8246bc49-4047-477b-8a5c-08d18f1aaed2,2025-06-01T11:56:23.188851,meeting,CONTACT48,ACCOUNT48,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
8246bc49-4047-477b-8a5c-08d18f1aaed2,2025-06-01T12:06:23.188851,call,CONTACT48,ACCOUNT48,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
8246bc49-4047-477b-8a5c-08d18f1aaed2,2025-06-01T12:16:23.188851,quote,CONTACT48,ACCOUNT48,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
8246bc49-4047-477b-8a5c-08d18f1aaed2,2025-06-01T12:26:23.188851,salesorder,CONTACT48,ACCOUNT48,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
8246bc49-4047-477b-8a5c-08d18f1aaed2,2025-06-01T12:36:23.188851,invoice,CONTACT48,ACCOUNT48,2271,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
829a213a-239a-4e6f-bf6c-ba0df81725ec,2025-06-24T11:46:23.188851,mail,CONTACT4,ACCOUNT4,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
829a213a-239a-4e6f-bf6c-ba0df81725ec,2025-06-24T11:56:23.188851,meeting,CONTACT4,ACCOUNT4,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
829a213a-239a-4e6f-bf6c-ba0df81725ec,2025-06-24T12:06:23.188851,call,CONTACT4,ACCOUNT4,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
829a213a-239a-4e6f-bf6c-ba0df81725ec,2025-06-24T12:16:23.188851,quote,CONTACT4,ACCOUNT4,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
829a213a-239a-4e6f-bf6c-ba0df81725ec,2025-06-24T12:26:23.188851,salesorder,CONTACT4,ACCOUNT4,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
829a213a-239a-4e6f-bf6c-ba0df81725ec,2025-06-24T12:36:23.188851,invoice,CONTACT4,ACCOUNT4,2623,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
8545a02b-da57-4fab-bb4f-42c363bb2f45,2025-07-01T11:46:23.188851,mail,CONTACT44,ACCOUNT44,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
8545a02b-da57-4fab-bb4f-42c363bb2f45,2025-07-01T11:56:23.188851,meeting,CONTACT44,ACCOUNT44,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
8545a02b-da57-4fab-bb4f-42c363bb2f45,2025-07-01T12:06:23.188851,call,CONTACT44,ACCOUNT44,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
8545a02b-da57-4fab-bb4f-42c363bb2f45,2025-07-01T12:16:23.188851,quote,CONTACT44,ACCOUNT44,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
8545a02b-da57-4fab-bb4f-42c363bb2f45,2025-07-01T12:26:23.188851,salesorder,CONTACT44,ACCOUNT44,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
8545a02b-da57-4fab-bb4f-42c363bb2f45,2025-07-01T12:36:23.188851,invoice,CONTACT44,ACCOUNT44,6494,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
862d072e-afdb-4e4e-a992-8e4c3f98f1d6,2025-06-07T11:46:23.188851,mail,CONTACT34,ACCOUNT34,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
862d072e-afdb-4e4e-a992-8e4c3f98f1d6,2025-06-07T11:56:23.188851,meeting,CONTACT34,ACCOUNT34,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
862d072e-afdb-4e4e-a992-8e4c3f98f1d6,2025-06-07T12:06:23.188851,call,CONTACT34,ACCOUNT34,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
862d072e-afdb-4e4e-a992-8e4c3f98f1d6,2025-06-07T12:16:23.188851,quote,CONTACT34,ACCOUNT34,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
862d072e-afdb-4e4e-a992-8e4c3f98f1d6,2025-06-07T12:26:23.188851,salesorder,CONTACT34,ACCOUNT34,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
862d072e-afdb-4e4e-a992-8e4c3f98f1d6,2025-06-07T12:36:23.188851,invoice,CONTACT34,ACCOUNT34,7229,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
90a7e633-ad88-451f-b2e4-6d1897b0c734,2025-06-06T11:46:23.188851,mail,CONTACT36,ACCOUNT36,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
90a7e633-ad88-451f-b2e4-6d1897b0c734,2025-06-06T11:56:23.188851,meeting,CONTACT36,ACCOUNT36,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
90a7e633-ad88-451f-b2e4-6d1897b0c734,2025-06-06T12:06:23.188851,call,CONTACT36,ACCOUNT36,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
90a7e633-ad88-451f-b2e4-6d1897b0c734,2025-06-06T12:16:23.188851,quote,CONTACT36,ACCOUNT36,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
90a7e633-ad88-451f-b2e4-6d1897b0c734,2025-06-06T12:26:23.188851,salesorder,CONTACT36,ACCOUNT36,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
90a7e633-ad88-451f-b2e4-6d1897b0c734,2025-06-06T12:36:23.188851,invoice,CONTACT36,ACCOUNT36,9318,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
9c645eef-b184-4cc6-8968-7b50b5fca7ac,2025-06-18T11:46:23.188851,mail,CONTACT12,ACCOUNT12,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
9c645eef-b184-4cc6-8968-7b50b5fca7ac,2025-06-18T11:56:23.188851,meeting,CONTACT12,ACCOUNT12,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
9c645eef-b184-4cc6-8968-7b50b5fca7ac,2025-06-18T12:06:23.188851,call,CONTACT12,ACCOUNT12,,proposal,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
9c645eef-b184-4cc6-8968-7b50b5fca7ac,2025-06-18T12:16:23.188851,quote,CONTACT12,ACCOUNT12,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
9c645eef-b184-4cc6-8968-7b50b5fca7ac,2025-06-18T12:26:23.188851,salesorder,CONTACT12,ACCOUNT12,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
9c645eef-b184-4cc6-8968-7b50b5fca7ac,2025-06-18T12:36:23.188851,invoice,CONTACT12,ACCOUNT12,524,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T11:46:23.195106,mail,CONTACT48,ACCOUNT48,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T11:56:23.195106,call,CONTACT48,ACCOUNT48,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T12:06:23.195106,call,CONTACT48,ACCOUNT48,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T12:16:23.195106,meeting,CONTACT48,ACCOUNT48,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T12:26:23.195106,call,CONTACT48,ACCOUNT48,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T12:36:23.195106,quote,CONTACT48,ACCOUNT48,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T12:46:23.195106,salesorder,CONTACT48,ACCOUNT48,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
9caddb51-5268-4e80-a7bc-f6486205e62c,2025-06-14T12:56:23.195106,invoice,CONTACT48,ACCOUNT48,1622,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
9f91a321-194e-4a91-af6d-dbf8861fcf64,2025-06-20T11:46:23.188851,mail,CONTACT30,ACCOUNT30,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
